"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
0.04665169820257719,0.00011513201238694906,9.489941218615852e-5,7.3367201521872e-5,5.68669404421843e-5,4.644285143280607e-5,3.980849593331813e-5,4.037525768960895e-5,3.216711379843009e-5,0.0001084882388554528
0.04473747460688746,0.0001628946721645896,0.00014589402729275598,0.00012152752714799145,9.371059707583929e-5,7.015034454969971e-5,5.4193489869214496e-5,5.902543634350734e-5,4.025357405811196e-5,0.00019082813220449145
0.04247418079502207,0.00021093353681332237,0.00019489101945333062,0.00017456240127008925,0.00014645274053434526,0.00011371787406731131,8.397546668417356e-5,0.00010035505666623722,4.616361280497381e-5,0.00025982259501093846
0.039635696778246104,0.0002665437530719188,0.0002449430869038519,0.00022448815601580865,0.00020083591411755106,0.00017086488450351308,0.00013554924268069756,0.00020521969955674597,4.277629374973592e-5,0.00031903511653822895
0.036376396585164436,0.00033200499711887206,0.00029971338331974276,0.00027192768778090643,0.0002460002651502809,0.0002193669235544473,0.00018914482401672291,0.00040700028973443016,2.9998306839728342e-5,0.000357213994403821
0.03274801428483286,0.00041261494855262756,0.0003655869803143928,0.00032568142592058935,0.00029061407445730455,0.00025908798313568297,0.0002295373254604997,0.0006866753190866987,2.1250414223820295e-5,0.0003722438205652582
0.028487798286622557,0.0005232066676386294,0.0004547972390746922,0.00039723546913214954,0.0003476759561453122,0.0003046167071785433,0.0002670235840237678,0.0010181805708592655,1.9034763485602377e-5,0.0003753070135219317
0.02331160081437672,0.0006906351207952008,0.0005871142252679686,0.0005014570431935618,0.00042942522296631944,0.00036835825202227517,0.0003163442763557669,0.0013790253001209423,1.8946377823801164e-5,0.00037564747343466956
0.01875429466167333,0.000882946082416178,0.000734057287654268,0.0006136518963085877,0.0005150368648141056,0.0004336091182906176,0.0003659374672496354,0.001643039301904339,1.90378184601458e-5,0.0003758641582682657
0.015112816413417914,0.0010837475919605979,0.0008806962682480607,0.0007208627437070895,0.000593575248417789,0.0004912809117899155,0.0004083818905653475,0.0018093682790778613,1.9155004470396687e-5,0.0003761422222936919
0.012049750519976043,0.0013031339313713634,0.0010319593785600065,0.0008254253222316872,0.0006661293131478186,0.0005418666034781368,0.00044384599779743176,0.0019133603980264783,1.932761734196964e-5,0.00037651195040771515
0.009567585019854078,0.0015325631739203694,0.0011792156156970475,0.0009202836920761468,0.000727545007898877,0.0005818861991486336,0.0004701238905490052,0.0019713231269318315,1.9584802054884904e-5,0.0003769746723254115
0.0075414111520033964,0.001770996332871326,0.0013195456558143886,0.0010032475059609815,0.0007768925741518858,0.0006114637390808397,0.00048801552788881947,0.0020010340097667842,1.9972727749840036e-5,0.000377540131057483
0.005887790385517911,0.0020147883100358898,0.0014488462458353692,0.0010721975303689152,0.000813924432054519,0.0006315323995226533,0.0004990109605117881,0.002014506395505313,2.0552050411061e-5,0.0003782102225460125
0.004575494921045571,0.0022519137810840784,0.0015601572100102839,0.001124799961032876,0.0008390049589216079,0.0006436291793024086,0.0005049322853667014,0.0020194290067152318,2.137283382536208e-5,0.00037895509414798297
0.003501439349744634,0.0024841456617699055,0.0016547356713054785,0.001163679531022921,0.0008551986567772825,0.0006505006487899688,0.0005079273373875579,0.002020475819767169,2.254307522990735e-5,0.00037977921625293636
0.0026344855510081534,0.002703213676836159,0.0017303379914168564,0.0011901751192093394,0.0008647137823156025,0.0006540572552781506,0.0005093467180746091,0.002019713285967477,2.416015874793308e-5,0.0003806501995537778
0.001943397915471311,0.0029018960035893486,0.0017870939156596746,0.0012068845043791778,0.0008699152369079733,0.0006558499154515236,0.0005100749027869044,0.002018022391905155,2.632537178232891e-5,0.00038152918663499926
0.0014018906265028145,0.0030738131957158766,0.001826949674878889,0.0012167646256488846,0.0008727256644027434,0.0006568641439864233,0.0005105638362111669,0.002015700499428517,2.912138306006068e-5,0.0003823723728463492
0.000986130703712651,0.0032147472859767436,0.0018532656868474105,0.0012225029453776996,0.0008744240704325084,0.0006576058246973621,0.0005109963606273277,0.0020128361970241397,3.259386275594411e-5,0.0003831403677489714
0.0006741047824268581,0.0033233049885218794,0.0018699455412264476,0.0012260844924027855,0.0008757001697603916,0.00065828096390322,0.000511429349359103,0.002009479744604417,3.6735322475756906e-5,0.0003838062456490357
0.00044560266455829844,0.0034009257792078024,0.0018805682938893603,0.001228711896591982,0.0008768517159225116,0.0006589532073979164,0.0005118741962199577,0.0020057023835553587,4.1475376141812506e-5,0.0003843596217931234
0.0002825726229174395,0.003451300727269454,0.0018878409256387284,0.0012309753667230968,0.000877974106355092,0.0006596317251189097,0.0005123276286111462,0.002001614793643979,4.6674598286864794e-5,0.00038480525709715503
0.00016951477247597975,0.003479533963070677,0.0018934539305882952,0.0012330874467206833,0.0008790744392977191,0.0006603045401554401,0.0005127790688531853,0.0019973798142279677,5.2114580442421866e-5,0.00038515742093814823
9.373055032579782e-5,0.0034913915509220098,0.0018982118967045426,0.0012350582330241358,0.0008801176201334972,0.0006609452431938983,0.0005132099358498788,0.001993233269181117,5.747595446561633e-5,0.00038543240985693355
4.5365776402505184e-5,0.003492817211672994,0.0019022617449786928,0.001236784963223073,0.0008810362647728088,0.0006615106766289697,0.0005135908085018951,0.001989511532105925,6.230692040935754e-5,0.0003856414465635802
1.7213698576401078e-5,0.0034895744319911686,0.0019053319817638817,0.0012380957921078269,0.0008817350312866077,0.0006619412753742226,0.0005138814396901518,0.0019866494774517483,6.602917706810832e-5,0.00038578651107737047
3.9779132201321115e-6,0.0034864059005830787,0.0019070671629182895,0.0012388334974598881,0.0008821286731408775,0.0006621840617358691,0.0005140462682947291,0.001985025166767951,6.814207133968965e-5,0.0003858650066968831
3.105510263623281e-7,0.0034852706992225526,0.0019075870448357318,0.0012390538535644602,0.0008822464190019632,0.0006622569194270628,0.0005140978574402187,0.001984529059563327,6.878380417603264e-5,0.00038588939568211727
1.6644937122797345e-8,0.003485156134439568,0.001907622605074612,0.0012390687604256754,0.0008822545639683192,0.0006622622775037852,0.0005141046666919862,0.001984481390905247,6.884012509818417e-5,0.00038589296358734624
4.732179056019198e-9,0.003485132596126366,0.001907616841289318,0.0012390661531477562,0.0008822533615078551,0.0006622618724830378,0.0005141075946276314,0.0019844722402178436,6.88462642506395e-5,0.0003858947274670002
4.23018113373078e-9,0.003485063912671486,0.0019075907520444341,0.0012390545232688782,0.0008822478129412103,0.0006622596229246754,0.0005141172260632287,0.0019844459808122886,6.886033774499128e-5,0.00038590060761865033
4.227298616324601e-9,0.0034849953932165854,0.0019075645902087205,0.0012390428625298588,0.0008822422478538943,0.0006622573632072877,0.000514126850224191,0.0019844197903868743,6.887432203814578e-5,0.0003859064843908987
4.227461638872379e-9,0.0034844473219229678,0.0019073553168480622,0.001238949582198463,0.0008821977283252586,0.0006622392871516837,0.000514203829058116,0.001984210294611264,6.898618443139627e-5,0.0003859534918947071
4.228907549088097e-9,0.0034800676626459428,0.0019056827112611387,0.0012382037889721942,0.0008818416963909638,0.0006620948167613715,0.0005148187560554899,0.001982535892002051,6.98805835934306e-5,0.00038632913488078203
4.230873437135601e-9,0.0034741232822868956,0.0019034116964158569,0.0012371904462794047,0.0008813576832386503,0.0006618986634492448,0.0005156527679580906,0.0019802623835924326,7.109595430200132e-5,0.0003868389962246493
