"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.997500831715836e-5,7.04601669539745e-15,8.939214488580928e-28,1.2677323261984843e-29,1.8557044799099556e-42,1.2928226891136528e-42,5.379886124698248e-62,1.9538338052321482e-44,3.0498993610091236e-57,2.2608468643710686e-57,1.1321331839196122e-74,1.7787296595584088e-57,9.569585433251928e-93,5.087548083642129e-77,4.007422602070775e-77,2.5938073417553183e-59,4.093933889648281e-72,2.8248567578570347e-72,3.201734944644239e-89,3.037049523162416e-72,2.432558332433076e-105,1.731736721879433e-89,1.852124848541248e-89,2.8513568837625537e-72,1.0221081080941925e-111,7.734974307124636e-108,8.209395603069734e-108,3.7825740363926994e-92,6.1077482634742494e-108,2.5387496986350466e-92,2.1827877271510172e-92,3.977183535969334e-74,6.065975673897755e-87,2.842112081198002e-87,5.5152000425029473e-104,4.105058181281518e-87,7.047646991224456e-120,7.79803253387184e-104,8.190641841262947e-104,7.169036437699899e-87,2.693856146348967e-136,2.6655032551676135e-120,2.711255696320866e-120,1.9472976632856467e-104,2.8857411013938115e-120,1.844857651971828e-104,1.881754834365728e-104,6.869550149168261e-87,2.7918065193426244e-126,1.6769908719904165e-126,6.1602263859047535e-139,3.5328624948741995e-123,6.2404015373888636e-139,3.364570487407629e-123,3.262932468347479e-123,1.3948031209857738e-107,2.263428050396144e-126,1.7307911702758256e-123,1.588225937896621e-123,6.207255574451913e-108,1.2891600593959731e-123,4.840756307501032e-108,4.278454097648899e-108,1.0377179440059865e-88,1.550903915140556e-101,5.876312747962566e-102,7.296263308340744e-119,5.765278891150107e-102
0.00014526455048108816,1.5609691795034475e-13,1.1141473434416985e-19,1.1723583569822668e-29,3.7818317707108666e-34,3.0679562839578943e-34,6.007154558091671e-47,1.1173630193892159e-45,9.478016392204817e-49,1.1324270532074853e-48,1.5788737623465914e-61,8.516034349545702e-49,1.0986587006131137e-61,1.75913164433715e-61,3.1021478551057705e-76,1.7973079167341513e-60,1.8043826103677358e-63,2.926111023411151e-63,3.0990240788296175e-76,3.1652904546480735e-63,2.244904169007373e-76,4.579139534446368e-76,5.593834892785983e-80,2.4044162604268437e-63,1.682605983694975e-76,3.326170993174795e-76,1.4203458985598499e-92,4.736974074334228e-76,3.085630748902703e-97,1.052968632607169e-90,1.0559764081853772e-90,3.7993092275990628e-75,2.687704098107739e-78,5.651379116844348e-78,4.8358584195094764e-91,8.222929576179321e-78,3.431608365645325e-91,9.121861866161639e-91,2.6892021205279427e-94,9.275400605516798e-78,2.7612946116593e-91,6.778730152613767e-91,3.501063364508568e-107,1.2258219801716179e-90,2.365855681108024e-109,9.344176984132216e-95,9.531060499736866e-95,7.863417260588467e-78,2.4071510819768062e-91,5.304487702174218e-91,1.9476975850067716e-107,9.309500394466219e-91,6.70365542965686e-123,4.421884953652394e-107,4.898045246248617e-107,1.4057201894298497e-90,6.302869990151993e-113,1.6232809653543176e-112,5.996501024021385e-121,2.7766561789724564e-105,1.7531133876979712e-113,2.5257041967520076e-105,2.771714154925386e-105,8.39791652375177e-90,3.54885905844616e-93,8.526858139298958e-93,6.985498546569948e-106,1.6105048894770962e-92
0.00027609788152110584,1.0886897935396941e-12,2.0586713134384062e-18,3.47946091706605e-24,4.64176984607775e-30,6.25338176486543e-35,7.349888715424898e-40,3.033004650441515e-40,1.3945132348663776e-44,1.085268488932847e-44,4.525356564011211e-57,6.48872983251937e-48,3.855709058350385e-59,6.400037939190606e-58,6.804150917254044e-59,2.628550666410949e-59,4.239618106585996e-59,3.4153169750967715e-59,1.7355778741927803e-70,2.6925486043056803e-59,1.2415640822861035e-73,2.740395962518165e-73,3.293929783097714e-73,2.2998782843449293e-61,1.0657345760917205e-73,2.0504346565798058e-73,2.87097111732541e-73,1.1416867501186589e-73,2.2893406816118642e-73,1.8791123063174668e-73,5.1970531878946336e-86,7.396620570725903e-74,1.503693704548176e-73,1.2150457087336128e-73,2.189508253624036e-85,1.0070110993423976e-73,2.838718638914875e-85,2.6151500551128484e-85,1.0557769590470323e-87,7.980617102148656e-74,4.010696873211336e-88,7.942299859686513e-88,1.25644050479214e-87,5.002676363409824e-88,1.146293805355144e-87,9.507006997788312e-88,1.9914401277607005e-92,2.4769477123155735e-75,2.7730983090660394e-88,6.317070099404008e-88,1.0999386129762107e-87,6.405157256264836e-88,1.079236806473128e-87,8.914712232537715e-88,1.1382130869781814e-100,3.8133219738121776e-88,8.723234204352202e-88,7.096944830686556e-88,1.9894052012048407e-100,6.269759471293969e-88,1.986876359655252e-100,1.5958090046236535e-100,6.217544842675586e-104,2.477087735389286e-88,7.084763584705673e-88,5.601404579206442e-88,1.8265327474736363e-100,4.991507175510344e-88
0.00045196999578310456,5.058855300905593e-12,2.0634209932692498e-17,7.090185574231202e-23,2.1613512332651996e-28,4.807282380628605e-34,3.241647373117168e-39,1.9760399569491207e-39,2.0591786318972504e-44,1.6844607156637468e-44,3.296370106130914e-49,2.8382432587638584e-47,4.762419320494344e-52,3.0280969381968525e-52,9.647555972234562e-60,6.577318749321942e-53,2.5931488558659514e-58,5.105028728211886e-58,1.3785013903970613e-67,5.126871433218972e-59,6.980082020491142e-66,5.49291556537677e-66,1.0012136524234477e-68,4.208384635912961e-69,1.977608763540444e-66,5.021042916499594e-67,5.051273786713967e-71,7.479250419850207e-67,2.8342698382786387e-71,2.6906593770151583e-71,0.0,1.1751550478091116e-69,2.556361665358413e-71,2.372759709353223e-71,3.583318756650701e-83,1.6590736513301835e-71,3.560908191079858e-83,1.5037151619252873e-83,5.679559175314051e-83,6.792746830351338e-72,2.6031602125027035e-83,3.318720015900136e-83,3.816285919828104e-83,1.263404561039647e-83,3.3344447126669414e-83,2.9298655316267768e-83,0.0,4.9063460965984164e-76,1.1779439602607968e-83,1.094292994242504e-83,9.831311944011034e-85,8.9446381175894e-84,5.832505836611169e-85,5.219196329039951e-85,5.2921479084825176e-98,8.003762945544412e-83,3.8689383052965834e-85,3.545233861554348e-85,2.3511162718578216e-97,3.0874313715538925e-85,2.2213479079864324e-97,9.568479236108782e-98,3.722947997099123e-97,9.253626192994805e-86,3.395230780573663e-85,3.0481346841560854e-85,1.0016568667751938e-97,2.7293915398947086e-85
0.0007364359627260717,2.3357367762434943e-11,2.1575307569629867e-16,1.558959249126363e-21,1.0063804522454304e-26,5.291500371106987e-32,1.990650405276989e-37,5.091616305014505e-38,3.212624267616078e-42,2.9915734463703746e-42,2.5493674718290286e-47,2.1354636794675845e-46,1.0766848056448015e-51,3.005573965580686e-52,4.219443175474128e-56,9.045918183726561e-57,3.2853210933350605e-56,2.5722965513776447e-56,6.400329395113539e-62,7.7424330911918e-58,1.2498912878363441e-61,1.0164403246679594e-61,2.0385738345310227e-85,1.4620273016746e-60,1.1449079792214257e-67,2.1627582025784623e-67,2.582197297322966e-74,9.667522336300361e-68,1.9818370020780686e-75,1.2237381689632825e-75,6.201276426197867e-75,0.0,7.431259696985209e-71,7.349130851381523e-71,4.8607368735057903e-76,8.559633896366738e-71,1.7789675496815983e-80,1.0923734084709204e-80,3.1844091572094726e-80,0.0,1.6541810515994402e-75,1.3200087933878297e-75,8.38917988419822e-81,1.0810805209415312e-75,4.282679959385263e-81,4.219875593943039e-81,1.1015688621426385e-92,8.456329121042136e-74,1.665681118797542e-78,1.3385035558180767e-78,1.1245292733183945e-92,5.560234595618102e-79,2.0665471362432344e-91,6.435336686054625e-92,7.480408537846228e-91,4.6091849236294727e-79,2.6502433290863867e-91,3.56104769771177e-91,7.973053715499128e-91,2.202164849878099e-91,5.74907672698488e-91,6.230180214289102e-91,8.284534046703157e-94,0.0,6.0587484654388286e-86,7.085394332383406e-85,2.3868419379053867e-94,2.3068637538526433e-85
0.0013187104346785285,1.432061192117073e-10,3.809550597041145e-15,6.985609821150593e-20,1.0737437058175772e-24,1.3466685105230338e-29,1.395684414985248e-34,6.845828388506194e-36,6.8540052339926064e-40,6.468130062092463e-40,1.6368543984342795e-44,1.6970978884021095e-44,2.5353512505950997e-49,2.2889740968104496e-49,5.973870488838844e-54,1.535703300828569e-54,4.6926977692554926e-54,4.103674501955676e-54,1.4246802898829768e-68,1.4367380797906699e-56,2.7592597671598166e-59,2.1576443473232425e-59,1.2924190651720819e-65,4.830206871409731e-59,4.418305887236339e-64,4.0273433150272694e-64,1.0815350005735943e-67,9.17742012392208e-65,5.315530198184125e-68,5.057956340709154e-68,9.147257821774602e-76,1.3657185561888897e-68,7.834498208287374e-68,7.185134806299042e-68,2.571967354639958e-79,5.437158993985144e-68,1.8957128092464127e-78,7.008505747219794e-79,8.8309771624125e-78,0.0,2.9952187089232325e-73,2.7665662587872867e-73,7.329025448310255e-84,1.4648211823090965e-73,1.6879181020800902e-83,7.203145563029919e-84,5.439641019390678e-83,2.844346821371708e-72,2.6366738464820785e-78,2.532389771117714e-78,5.052832227201462e-81,1.7015176488982438e-78,3.614587754872354e-81,2.9840283651304336e-81,2.788365015977914e-88,5.517300818475997e-82,1.3398215317929207e-81,1.1397079444954327e-81,3.351407724872451e-87,8.469889214199141e-82,3.8447557268706075e-87,3.9154415933367924e-87,0.0,2.9406006919400344e-82,1.8452789272496095e-81,1.5894212703055023e-81,4.36988113192667e-98,1.3279256103041718e-81
0.0032493154873216665,2.320510087825892e-9,3.56925522517665e-13,3.2681923607542056e-17,1.7995843299621885e-21,6.763676253653424e-26,1.9693100142388982e-30,2.7519120461966576e-32,4.460243562245388e-36,4.524207911773096e-36,3.2147475817290814e-40,2.694332453906721e-40,1.1977856112754975e-44,1.1653866547956004e-44,2.334263046875288e-49,8.583880505331496e-50,3.996885640027303e-50,3.4760602030413223e-50,4.606723360247646e-63,1.4475993688366136e-58,2.2174891528492307e-54,1.6356780021983054e-54,4.832974849405219e-60,4.0956490713675655e-55,7.567571119229488e-59,5.918374787023772e-59,9.578700851089797e-64,3.1600549671112114e-59,1.6780258769503508e-63,1.63498277652166e-63,1.1930736722510068e-69,4.094574403365461e-64,8.044624273183552e-64,7.021178566517893e-64,1.6773098162713493e-73,5.0071375445346946e-64,1.1279462481021241e-73,2.338141266121268e-74,5.382190230831167e-73,0.0,3.266498514592139e-68,2.7318837793033585e-68,0.0,1.7242107457406449e-68,1.786694452950898e-74,1.489015764015463e-74,1.4663305843392548e-78,1.423694097938875e-69,9.11271230118733e-73,8.706299393198855e-73,3.3609863209086882e-77,5.592094858158965e-73,3.94569238880785e-77,3.0369588008546402e-77,2.6275294967833887e-83,1.2661405150525926e-73,2.0427494584859824e-77,1.9788330606220193e-77,1.020047216009454e-86,1.6273093360548785e-77,4.283086912504475e-84,1.7976957999610415e-84,1.1434689107867398e-86,4.764434660873978e-78,2.2222448490877516e-77,1.8566099522280345e-77,4.433610925477316e-87,1.566410566137719e-77
0.012369290503493273,1.53780331799961e-7,3.8503046933535426e-10,5.42699213589072e-13,2.023232451137528e-16,3.4436524520717174e-20,3.5466162467742236e-24,3.9988340664402136e-27,1.4742395145348479e-30,2.0575494366585062e-30,5.151589532880189e-34,4.33410318828434e-34,6.951186285007119e-38,7.342276526479232e-38,4.0160295616876935e-42,1.2576666774379008e-42,3.4492259677146936e-44,3.1875831385832753e-44,1.4603290634467405e-51,7.327230512829675e-45,1.0446954761115353e-47,6.998502293049941e-48,1.814403043474825e-52,5.1219147379540335e-48,1.2814652366273003e-51,9.831897324113374e-52,1.4419931975766586e-56,5.784229811407871e-52,7.652053132912505e-56,7.275978649291197e-56,6.900171865867115e-61,2.8058233869009732e-56,1.691104956863719e-57,1.442910687140379e-57,6.240972977913538e-66,9.287806478949131e-58,6.443547459626107e-67,1.9284391026494733e-67,7.351654317673776e-66,1.9178342488566626e-58,3.821068345115128e-61,2.922906439344462e-61,0.0,1.78723212199663e-61,4.3733138284897604e-66,3.475549204573275e-66,2.952524883115664e-70,8.772208749301754e-62,4.515118367464256e-65,4.620665352892971e-65,5.216206649796954e-71,2.816075771109745e-65,5.1093553747537153e-70,4.468770802648854e-70,9.484864999502538e-75,1.0610167890863617e-65,2.365161370023344e-69,2.2069428528112434e-69,1.0786636396542751e-75,1.721080043555962e-69,1.6682760427358787e-74,1.6263949533967386e-74,3.624061601621985e-79,1.0119634923790072e-69,6.86425788130582e-71,6.641454055231807e-71,8.947269903626414e-80,3.705587743661352e-71
0.019709199400532684,7.241999486663993e-7,5.286713943292878e-9,2.1011044753692467e-11,4.813222536320192e-14,6.950635732967332e-17,3.2815776207851253e-20,8.114745248203317e-24,1.3657264386330372e-27,1.5996739448298774e-28,2.445418680856742e-31,2.6171837220742583e-31,3.1999731333011326e-34,5.14507216180944e-34,8.235696779225651e-38,7.212645673396861e-38,9.569412464823447e-42,1.5045983190290432e-41,3.651853667791314e-46,7.436902416532493e-46,3.0696686505046998e-49,4.739215715437868e-48,1.7092227369299092e-48,3.710800336571461e-50,1.1255121934548199e-48,1.733523226016727e-48,5.5509614520154045e-52,1.6597866500930136e-49,4.4919042959395725e-52,6.863807841355924e-52,1.3745222885630854e-55,3.0226158941114612e-52,1.5024038188341215e-55,2.5170665036703242e-55,4.635220571785261e-60,1.053536772613368e-55,9.055247526680641e-61,7.222879108167147e-61,1.9023976613924603e-61,5.892438152775744e-57,1.6807229234490091e-60,1.8695431388546494e-60,8.296229355373569e-66,8.627685699244364e-61,8.082406466523974e-65,1.770350366302587e-64,5.0517013785409415e-65,7.500297442895664e-63,3.567590334418532e-63,6.250581707858851e-63,2.573224396603549e-66,1.7992001102709067e-63,3.739704861142175e-66,8.62978405436972e-66,5.48989836517353e-69,1.3166703073561277e-67,2.1168121881621527e-66,2.8406838002561325e-66,1.1418196895341897e-69,2.0999283583319964e-66,1.1791221415133454e-69,1.9411692623422667e-69,3.644759491190709e-73,1.330058748433454e-68,7.02132446848106e-69,9.83311874640055e-69,8.147868109986863e-73,6.438982483492974e-69
