"t","Mplus","M","L","ML","C_20","C_21","C_22","C_23","C_tot"
1.5029084961782104,9.508428600832411e-28,4.1252772178157476e-22,5.999708293664427,2.4750455361426116e-9,3.7543619428098755e-7,6.7649836532403934e-12,1.7178592370718667e-16,5.633932911315607e-22,0.0009246569458977196
2.7642478793748637,3.625510354588834e-30,0.0,5.999708299844039,0.0,1.3579993344308093e-7,2.4461061912164177e-12,1.543546684037082e-17,3.2671023986680325e-23,0.0007740677550347228
5.774598897178395,5.924501419831716e-33,0.0,5.999708302150258,0.0,1.82731976370562e-8,3.2910558345280547e-13,1.9868904615914093e-18,3.9812530252421454e-24,0.0006605901238210126
9.57922125446677,7.68628076734791e-36,0.0,5.999708302955081,0.0,1.9170660215820333e-9,3.4525322159630184e-14,2.0725258474879357e-19,4.147581168637381e-25,0.0006184297809730997
13.383843611755143,9.971963520293168e-39,2.2466571565743933e-26,5.99970830331091,1.3479287653628656e-13,2.2518255270327073e-10,4.055337756591153e-15,2.4342408816748938e-20,4.8709492163530317e-26,0.0006012757301636867
25.622133098015148,2.4410570032760526e-42,7.773172470506277e-28,5.999708303722431,4.6636767475826256e-15,7.630544220139652e-12,1.3741624775169402e-16,8.248956663829024e-22,1.6505885879472588e-27,0.0005820808281951518
37.860422584275156,5.975512526806192e-46,2.5085676103344758e-29,5.999708303862546,1.5050674495768308e-16,2.458923046629427e-13,4.4281981419105e-18,2.6582491074598516e-23,5.319064520522144e-29,0.0005756105429899996
69.34025836599568,5.691535161187551e-50,4.9163643241713955e-31,5.999708303992894,2.9496808817556242e-18,1.5622939554810212e-14,2.813450359296589e-19,1.6888666089339046e-24,3.3793202796524035e-30,0.0005695866649857505
125.94266672916692,3.0156805178974325e-54,1.0953985647847417e-31,5.9997083040619525,6.572128501585686e-19,8.928110898865305e-16,1.6078068262457386e-20,9.651325492238255e-26,1.9311621722367423e-31,0.000566370256043072
215.9435315080272,1.0050273249850121e-58,1.0607235505652436e-31,5.99970830409642,6.364088368970508e-19,4.0136469262550483e-17,7.227905662017705e-22,4.338749056779467e-27,8.681511257425072e-33,0.0005647512998187892
305.94439628688747,3.34942616757681e-63,1.0609374672526269e-31,5.99970830411032,6.365371741291053e-19,1.735307946098733e-18,3.125066346953245e-23,1.8759535098699465e-28,3.753723131049741e-34,0.0005640971025146348
528.8395294868426,4.507730614742105e-68,1.0613997787686042e-31,5.999708304124061,6.368145411292157e-19,3.9387258737245066e-20,7.092981646219894e-25,4.2577548241119874e-30,8.519443374631945e-36,0.0005634545471950128
751.7346626867977,6.066601942659095e-73,1.0615947572305103e-31,5.999708304129624,6.369315199528633e-19,8.677806318872431e-22,1.5627514385924412e-26,9.380947241939437e-32,1.8770858295802609e-37,0.0005631978786056804
1396.4215524860829,2.8229713066195525e-78,1.0618269850830756e-31,5.999708304136153,6.3707084691174285e-19,7.541062708828894e-24,1.3580157420273721e-28,8.151643395705097e-34,1.6310787134789802e-39,0.0005628999361961186
2041.108442285368,1.3136129704015177e-83,1.0619256505394499e-31,5.999708304138919,6.37130042050095e-19,6.15775771846574e-26,1.1089418655379935e-30,6.141813954864326e-36,1.2290248672384398e-41,0.0005627741596752452
3917.568645207166,2.1001261863363663e-89,1.0620395871231173e-31,5.9997083041421115,6.371983992261416e-19,1.9032205072574413e-28,3.427269045992954e-33,0.0,0.0,0.0005626290550990398
5794.028848128964,3.357556674990963e-95,1.0620830766264497e-31,5.999708304143329,6.372244911061085e-19,5.883674060425807e-31,1.0559740349410058e-35,0.0,0.0,0.0005625736945339283
9889.446659466752,2.4594873267862115e-101,1.0621222365623025e-31,5.999708304144425,6.372479854271003e-19,7.13285494149497e-34,0.0,0.0,0.0,0.0005625238575075412
13984.864470804541,1.8016309181357323e-107,1.0621389048210496e-31,5.9997083041448915,6.372579856841018e-19,0.0,0.0,0.0,0.0,0.0005625026479424927
22996.828375766738,5.9974525171528616e-114,1.0621549064872358e-31,5.999708304145339,6.372675860135103e-19,0.0,0.0,0.0,0.0,0.0005624822885117863
32008.792280728932,1.996493091022617e-120,1.062161977384864e-31,5.999708304145537,6.372718282558963e-19,0.0,0.0,0.0,0.0,0.0005624732925987667
53602.860974491734,2.7736665268540165e-127,1.0621693556581287e-31,5.999708304145743,6.372762549107931e-19,0.0,0.0,0.0,0.0,0.0005624639060680947
75196.92966825454,3.8533697170396268e-134,1.0621724602377754e-31,5.99970830414583,6.372781175285367e-19,0.0,0.0,0.0,0.0,0.0005624599565218251
129237.20692468839,2.1391647471306515e-141,1.0621757536792872e-31,5.999708304145923,6.372800934554896e-19,0.0,0.0,0.0,0.0,0.0005624557668472499
183277.48418112224,1.1875387103317618e-148,1.0621770636485342e-31,5.999708304145959,6.372808793821666e-19,0.0,0.0,0.0,0.0,0.000562454100395162
350391.41354108567,2.1318484723208252e-156,1.0621785598131689e-31,5.999708304146,6.372817770182767e-19,1.0495167444442276e-36,1.6211207818705858e-39,8.01950586902448e-40,1.603821788549335e-45,0.0005624521970953248
517505.34290104907,8.63899126898215e-163,1.062179147014304e-31,5.999708304146016,6.372821293143612e-19,0.0,0.0,0.0,0.0,0.0005624514500986973
758752.6714505246,1.0742905454870094e-170,1.0621794973299034e-31,5.999708304146025,6.372823394890467e-19,0.0,0.0,0.0,0.0,0.0005624510044271225
1.0e6,2.440083143757245e-177,1.0621797024101955e-31,5.999708304146029,6.372824625286312e-19,0.0,0.0,0.0,0.0,0.0005624507435109162
